1.486280000000000046e+00 2.914800000000000058e+00 7.612600000000000477e-01 2.172620000000000218e+00 2.196499999999999897e+00 1.827620000000000022e+00 2.105464000000000224e-01 2.101216000000000195e-01 3.170620000000000105e-01 4.621600000000000152e-01 2.337840000000000196e-01 2.089262000000000064e-01 2.009661199999999981e-01 3.227200000000000291e+00
1.406379999999999963e+00 2.376000000000000334e+00 1.234779999999999989e+00 1.727600000000000025e+00 2.003500000000000281e+00 6.760399999999999743e-01 3.540440000000000254e-01 2.359400000000000386e+00 4.198800000000000310e-01 5.595200000000000173e-01 2.626060000000000061e-01 2.177691999999999961e-01 2.017577600000000082e-01 5.522600000000000620e+00
1.964920000000000000e+00 4.400000000000000355e+00 1.297199999999999909e+00 2.138580000000000148e+00 2.196499999999999897e+00 1.437939999999999996e+00 2.146042000000000227e-01 2.194086000000000092e-01 4.030400000000000094e-01 5.943400000000000905e-01 2.748400000000000287e-01 2.259900000000000242e-01 2.009825000000000084e-01 4.218799999999999883e+00
1.134540000000000104e+00 2.575200000000000156e+00 9.349600000000000133e-01 2.030839999999999979e+00 2.154380000000000184e+00 1.359899999999999887e+00 3.026699999999999946e-01 1.159240000000000048e+00 4.752800000000000358e-01 5.746400000000000396e-01 2.677979999999999805e-01 2.123272000000000215e-01 2.058716000000000157e-01 5.310200000000000031e+00
2.192220000000000280e+00 2.221199999999999974e+01 2.044780000000000264e+00 1.939239999999999853e+00 2.182460000000000289e+00 4.916200000000000014e-01 3.295839999999999881e-01 1.728080000000000060e+00 2.223520000000000219e-01 3.156160000000000077e-01 2.066614000000000229e-01 2.019679600000000019e-01 2.000785959999999974e-01 9.461999999999999300e-01
1.364639999999999853e+00 2.886000000000000121e+00 7.854200000000000070e-01 2.101100000000000190e+00 2.196499999999999897e+00 1.629979999999999984e+00 2.537520000000000331e-01 4.629199999999999982e-01 3.362680000000000113e-01 4.640799999999999925e-01 2.342720000000000080e-01 2.073596000000000050e-01 2.029394000000000198e-01 3.463000000000000078e+00
9.921200000000001129e-01 2.529400000000000315e+00 7.883000000000000007e-01 2.081280000000000019e+00 2.185960000000000125e+00 1.297199999999999909e+00 2.504879999999999884e-01 4.319600000000000106e-01 3.032500000000000195e-01 4.402800000000000047e-01 2.284560000000000202e-01 2.074420000000000153e-01 2.007643200000000239e-01 3.188600000000000101e+00
1.202280000000000015e+00 2.699800000000000200e+00 8.020199999999999552e-01 2.089539999999999953e+00 2.161399999999999988e+00 1.548599999999999977e+00 2.988000000000000100e-01 1.088300000000000045e+00 3.925040000000000195e-01 6.606799999999999340e-01 3.007640000000000313e-01 2.517540000000000333e-01 2.005386800000000247e-01 3.092600000000000016e+00
9.857800000000001006e-01 2.457200000000000273e+00 5.407800000000000384e-01 2.128099999999999881e+00 2.200000000000000178e+00 1.788140000000000063e+00 2.235219999999999985e-01 2.503520000000000190e-01 2.508179999999999854e-01 3.564220000000000166e-01 2.121596000000000037e-01 2.030598000000000125e-01 2.003152400000000055e-01 2.265200000000000102e+00
1.846019999999999994e+00 3.741400000000000059e+00 1.089239999999999986e+00 2.153960000000000097e+00 2.200000000000000178e+00 1.709859999999999935e+00 2.148560000000000192e-01 2.200840000000000019e-01 2.158758000000000066e-01 2.906779999999999919e-01 2.041028000000000009e-01 2.011197200000000018e-01 2.000470079999999984e-01 8.842799999999999550e-01
1.969700000000000006e+00 4.679599999999999760e+00 1.315080000000000027e+00 2.159940000000000193e+00 2.196499999999999897e+00 1.559479999999999977e+00 2.182572000000000123e-01 2.303320000000000090e-01 2.513159999999999838e-01 3.744120000000000226e-01 2.150952000000000142e-01 2.043036000000000019e-01 2.003574600000000150e-01 1.703079999999999927e+00
1.776999999999999913e+00 3.475999999999999979e+00 1.060640000000000027e+00 2.108340000000000103e+00 2.200000000000000178e+00 1.622020000000000017e+00 2.535660000000000136e-01 4.611000000000000099e-01 4.561600000000000099e-01 6.288199999999999346e-01 2.879000000000000448e-01 2.260640000000000149e-01 2.020232000000000139e-01 4.752800000000000580e+00
